title,description,display_date,Picture_link,Location,On_road,Price
Original number plates hain engine full OK zero file mere  name ha,Original number plates hain engine full OK zero file mere  name ha tax complete ha  tyre new  hain Koi majer kaam nahin,11-06-20 23:52,https://apollo-singapore.akamaized.net:443/v1/files/xn17zex9ue1p2-PK/image;s=1080x2400,"Hyderabad,Sindh,Pakistan",1995 - 10 km,"Rs 250,000"
Passo 2011 islamabad Registered,Passo 2011 model. Registered in 2014 islamabad. Android LCD .Tyre in good condition. Best ac working.,11-06-20 23:52,https://apollo-singapore.akamaized.net:443/v1/files/i1l256aqh4in3-PK/image;s=1080x610,"Rawalpindi,Punjab,Pakistan","2011 - 104,000 km","Rs 1,400,000"
Santro prime Gv power 100%  engine ok. home use car,Home use car 100% engine no need to work just buy and drive. All original documents are complete. New Mobil oil and tuning is done. Original genuine AC cooling like a luxury car. Original CNG fitted with 3mini cylinder.,11-06-20 23:52,https://apollo-singapore.akamaized.net:443/v1/files/6bhkmbj3n5na1-PK/image;s=1080x2342,"Rawalpindi,Punjab,Pakistan","2006 - 78,000 km","Rs 750,000"
Sale car toyota,Toyota toyota car car,11-06-20 23:46,https://apollo-singapore.akamaized.net:443/v1/files/7xqx9a4b5mrm3-PK/image;s=1080x1440,"Rahimyar Khan,Punjab,Pakistan","2018 - 39,000 km","Rs 2,925,000"
Alto vxr,"Alto vxr , 2007,12Excellent condition body and machenically bothNo shower , no paint.100 and 1percent genuanExcellent ACAll document clearLife time tokanNew rim tyreVery smothLcd back cameraVoferAlso installed.",11-06-20 23:46,https://apollo-singapore.akamaized.net:443/v1/files/uix5ctnnaa013-PK/image;s=1080x810,"Attock,Punjab,Pakistan","2007 - 150,000 km","Rs 720,000"
Suzuki Liana Eminent Automatic,Fully AutomaticNon accidental..Adjustable starring..A/c & heater proper working..Roof & piller genuine.. Left showered..Islamabad registered..Tyres condition good..CNG fitted. And proper working..Engine replace with powefull engine and mentioned on smart card..My own name..Family use car..,11-06-20 23:46,https://apollo-singapore.akamaized.net:443/v1/files/y4970u9073pd1-PK/image;s=1080x810,"Islamabad,Islamabad Capital Territory,Pakistan","2009 - 153,000 km","Rs 960,000"
Honda City idsi 2006 model,Overall good conditionLittle Body work required see in picturesReasonable demandPlease only calls,11-06-20 23:46,https://apollo-singapore.akamaized.net:443/v1/files/ti3ki1m0k5pa2-PK/image;s=1080x1918,"Karachi,Sindh,Pakistan",2006 - 233 km,"Rs 850,000"
Total genuine Corolla xli .well maintained,Total genuine paint.Lahore registeredNeat n clean interiorChilled acEngine suspension 100%Japanese alloy wheels New battery,12-06-20 0:49,https://apollo-singapore.akamaized.net:443/v1/files/7xytly1b2mr21-PK/image;s=1080x810,"Islamabad,Islamabad Capital Territory,Pakistan","2009 - 116,000 km","Rs 1,550,000"
Cuore 2007 model for sale,Cuore 2007 model registered from lahore 75% orignal from outside and 100% orignal from inside mechanically fit chilled A/C installed CNG cellenders are fitted and working but car mostly driven on petrol seal's of all doors are complete,11-06-20 23:58,https://apollo-singapore.akamaized.net:443/v1/files/e9wydulia2hf2-PK/image;s=1080x810,"Sargodha,Punjab,Pakistan","2007 - 93,492 km","Rs 649,999"
new rim tyer tv back cam,side touch engine 100%.12 14.15,12-06-20 0:22,https://apollo-singapore.akamaized.net:443/v1/files/yy5ifmvylljv2-PK/image;s=1080x810,"Gujranwala,Punjab,Pakistan","2012 - 75,000 km","Rs 1,590,000"
Honda Accord 84 model hi,Gadi ka sara saman majut hai paint kar vani thi isliye utarva tha saman Sara hai  10 manth sa Khadi Hui Hai engine CD17 Nissan ka hai 2015 tak token lgae hai,12-06-20 0:22,https://apollo-singapore.akamaized.net:443/v1/files/w0v0e48v44ii3-PK/image;s=1080x2400,"Lahore,Punjab,Pakistan","1984 - 786,786 km","Rs 65,000"
Honda civic,Totally genuine white colour,12-06-20 0:22,https://apollo-singapore.akamaized.net:443/v1/files/vustf7t8dlzv3-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2014 - 86,000 km","Rs 2,350,000"
Corolla Indus model 2001,Toyota corolla Indus model 2001  excellent engine and suspension  body re paint power windows  no work requiredContact 0 three 3 1976755 six03039392 two 68,12-06-20 0:38,https://apollo-singapore.akamaized.net:443/v1/files/zvaeyryniftb2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2001 - 100,000 km","Rs 750,000"
Suzuki Alto vxr,Cplc clear ac on CNG,12-06-20 0:37,https://apollo-singapore.akamaized.net:443/v1/files/lgmwofroqhdy2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2003 - 170,000 km","Rs 330,000"
Mitsubishi minicab,Full original colour in white automatic transmission chill ac and good condition . No work to do,12-06-20 0:37,https://apollo-singapore.akamaized.net:443/v1/files/na4kw9yrbkdw1-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2011 - 95,000 km","Rs 780,000"
Qaiser gujjar,very good condition in pernal use firt owner,12-06-20 0:36,https://apollo-singapore.akamaized.net:443/v1/files/tw0vy8vp6cdp2-PK/image;s=1080x1440,"Lahore,Punjab,Pakistan","2009 - 100,000 km","Rs 1,275,000"
Cultus Euro || 2012 islamabad Number,White Cultus vip piece         2012 model Neat & cleanaverage 18km per liter on ACEngine tyres every thing in VIP condition AC / heater /battery A+ conditionIslamabad numberSMOOTH Drive,12-06-20 0:02,https://apollo-singapore.akamaized.net:443/v1/files/la9akl8x7rg62-PK/image;s=1080x716,"Taxila,Punjab,Pakistan","2012 - 40,000 km","Rs 1,070,000"
Honda City IVTEC 2016 with Orignal Pictures,Honda City IVTEC 2016Lush Condition Orignal pictures Fuel Petrol.bht km chali hwi hai Car.,11-06-20 23:51,https://apollo-singapore.akamaized.net:443/v1/files/80zsu8hu2rvm1-PK/image;s=1080x788,"Multan,Punjab,Pakistan","2016 - 59,660 km","Rs 1,990,000"
Toyota aqua 2013 model 2017 rejasterd,Toyota aqua s pakg push start malti medya string corues cantrol battery 100 OK abs OK avreg 27 puls,11-06-20 23:51,https://apollo-singapore.akamaized.net:443/v1/files/u29ushz1bzuq1-PK/image;s=1080x1440,"Faisalabad,Punjab,Pakistan","2013 - 82,000 km","Rs 2,180,000"
Suzuki Mehran 2011,"Suzuki Mehran 2011 in immaculate condition.The car is in a very neat and clean condition from inside and outside , same as in the pictures.Seeing is believingJust some light touch up work done. Not involved in any major accidentFactory fitted AC working perfectly.A good music system is also installed.Car is being used as a third car by my family.Not a single penny work is requiredThe price is slightly negotiableOnly serious buyers to contact through phone otherwise please don’t contact.",11-06-20 23:51,https://apollo-singapore.akamaized.net:443/v1/files/xup1yym224zm1-PK/image;s=1080x810,"Islamabad,Islamabad Capital Territory,Pakistan","2011 - 50,000 km","Rs 600,000"
TOYOTA COROLLA 2.0D. Gift for 2d lovers.,"Selling Toyota corolla 2 D  diesel.  2007 model. Golden colour. Each and everything is perfect . Come alongwith your mechanic, denter and painter. Price is little bit negotiable. Engine need few work.sides touch-up. No accident.",11-06-20 23:45,https://apollo-singapore.akamaized.net:443/v1/files/uoyi917ry12p3-PK/image;s=1080x810,"Hyderabad,Sindh,Pakistan",2007 - 3 km,"Rs 1,495,000"
Daihatsu hijet 11/16,11/16 model Engine suspension 100% Chilled acNo work required,11-06-20 23:44,https://apollo-singapore.akamaized.net:443/v1/files/85vpsjfgj2bx-PK/image;s=1080x1440,"Lahore,Punjab,Pakistan","2011 - 120,000 km","Rs 950,000"
Cultus 2006 model full genuine,Interior full ok.. paint full genuine. 10/10 ...AC working,11-06-20 23:44,https://apollo-singapore.akamaized.net:443/v1/files/0xpk8jkycztf-PK/image;s=1080x810,"Faisalabad,Punjab,Pakistan","2006 - 91,560 km","Rs 640,000"
Honda Civic 1.8 i - V TEC Oriel,Chauffer drivenInside out fully original. Complete service details available. As good as a brand new car. Original book is available as well. Lightweight allow rimsOnly Serious Buyer contact Please avoid to Dealers.Model 2017 registered in 2018.,11-06-20 23:58,https://apollo-singapore.akamaized.net:443/v1/files/e7tb306m9nso3-PK/image;s=1080x525,"Lahore,Punjab,Pakistan","2017 - 50,000 km","Rs 3,300,000"
Nissan/march madol number 2002 1owner ke naam per hai,"Nissan/march madol number 2002 1owner ke naam per hai  cplc clear hai gadi mein Koi Kam nahin hai contact 0315,0001962",11-06-20 23:58,https://apollo-singapore.akamaized.net:443/v1/files/zi5d0mxndokw2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2002 - 210,000 km","Rs 580,000"
Toyota Corolla 1982 .petrol enggine. New,"Used car good condition .price ,2,50,000",11-06-20 23:58,https://apollo-singapore.akamaized.net:443/v1/files/khwf8hl7rxdk2-PK/image;s=1080x1440,"Rawalpindi,Punjab,Pakistan","1982 - 10,000 km","Rs 250,000"
Takreeban zero meter lush condition loader suzuki,Lush condition loader suzuki life time token paid,12-06-20 0:22,https://apollo-singapore.akamaized.net:443/v1/files/tpd6xr6j2hxl3-PK/image;s=1080x810,"Wah,Punjab,Pakistan","2015 - 6,500 km","Rs 675,000"
Civic 1.8,Urgent sale Honda civic UG package black color sides touch up,12-06-20 0:21,https://apollo-singapore.akamaized.net:443/v1/files/pruh1rjvhr9k-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2017 - 36,000 km","Rs 2,880,000"
Suzuki Every Automatic,"Good condition of car and engine, fully carpeted, sofa seats and a comfortable ride",12-06-20 0:20,https://apollo-singapore.akamaized.net:443/v1/files/4wv3naiazswi-PK/image;s=1080x2160,"Lahore,Punjab,Pakistan","2008 - 120,000 km","Rs 975,000"
Suzuki Liana Vurv 2010,Suzuki Liana Vurv Edition.Beautiful family used car.Neat and clean inside outside.Power steering windows and mirrors.Doors leather finish.LCD with original sony speakers and Back Camera installed.Clean original dashboard.Beautiful new leather poshish.Floor mat installed.Chill ACCNG installed.Non accidental in all geniune seals.Just buy and drive.Price is slightly negotiable fazol offers dy ker mera or apna time waste na karain.Invoice 2009 end reg 2010.,11-06-20 23:50,https://apollo-singapore.akamaized.net:443/v1/files/8o3i28v157ze1-PK/image;s=1080x607,"Rahimyar Khan,Punjab,Pakistan","2010 - 55,000 km","Rs 800,000"
Euro11,"Mehran Home used in good condition,new tyres,ac working",11-06-20 23:49,https://apollo-singapore.akamaized.net:443/v1/files/11ewy3mx7ngx2-PK/image;s=1080x783,"Gujranwala,Punjab,Pakistan","2016 - 44,000 km","Rs 750,000"
Good condition,Suzuki kei no work required return file,11-06-20 23:44,https://apollo-singapore.akamaized.net:443/v1/files/2wvd8i1brpha-PK/image;s=1080x2400,"Quetta,Balochistan,Pakistan","2008 - 8,000 km","Rs 850,000"
Toyota vitz 2010 reg 2014 full original,Toyota vitz 2010 reg 2014 automaticFully original owne power full engineFully loaded power pack low mileageComplete documentsCplc clear tax up date,11-06-20 23:44,https://apollo-singapore.akamaized.net:443/v1/files/w4tnx3m9gzvi3-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2010 - 90,000 km","Rs 1,380,000"
Toyota Corolla GLI Auto 2018,Toyota Corolla GLI Auto transmission Total scratchless untouch spotless body condition First owner car Decomnts complete booksToyota Mentend,11-06-20 23:58,https://apollo-singapore.akamaized.net:443/v1/files/g5606f0an32k-PK/image;s=1080x606,"Faisalabad,Punjab,Pakistan","2018 - 18,956 km","Rs 2,800,000"
Suzuki Alto vxr totally genuine,Suzuki alto vxr model 2011 bumper to bumper genuine Ac chilled 90000km done original reading 1st owner original key also available broker hazrat say maazrat,11-06-20 23:57,https://apollo-singapore.akamaized.net:443/v1/files/69e1i7jrgxiw-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2011 - 90,000 km","Rs 585,000"
HONDA CITY AUTO 2013 ASPIRE 1.5,HONDA CITY AUTO 2013 ASPIRE 1.5 CC NEAT AND CLEAN CAR LOCATION CARS CORNER SHOWROOM NEAR KARACHI UNIVERSITY,11-06-20 23:57,https://apollo-singapore.akamaized.net:443/v1/files/e9zgfdy0g5ol2-PK/image;s=1080x511,"Karachi,Sindh,Pakistan","2013 - 78,000 km","Rs 1,750,000"
Toyota 86 family used,"87model, 95registation Rawalpindi 1.3.. 16vlv Toyota engin 100% low consumption, used in petrol CNG just used to give backup, smooth gearFresh tyres installed, comfort suspension fresh shower neat n cleanChill A. C Every thing seen in pics otherwise , Comfort, fast and smooth simple decent car  ...",12-06-20 0:20,https://apollo-singapore.akamaized.net:443/v1/files/a2hlbvifcvb13-PK/image;s=1080x810,"Peshawar,Khyber Pakhtunkhwa,Pakistan","1987 - 10,000 km","Rs 390,000"
Suzuki swift dlx 1.3 in exellent condition,Suzuki swift dlx 1.3 everything is in working bumper to bumper original non accidental original complete file is available no work needed just buy and drive,11-06-20 23:49,https://apollo-singapore.akamaized.net:443/v1/files/l5evp53itrrh-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2010 - 95,000 km","Rs 1,130,000"
Nissan Petrol Engine (Urgent Sale),Nissan 1998 model haChilled AcConverted into Petrol EngineRecently engine change Kya ha Gari behtreen ha chalne mein Power steering haHydrolics brakes HainPlease serious buyers call onlyBrokers stay awayUrgent Sale,11-06-20 23:43,https://apollo-singapore.akamaized.net:443/v1/files/7l06z6iprffn-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","1998 - 100,000 km","Rs 410,000"
Final price 800000 no barging only serious buyer contact kare,Suzuki bolan 2017 model condition 10/10 geniune condition,11-06-20 23:57,https://apollo-singapore.akamaized.net:443/v1/files/zdegziqqr9rk-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2017 - 30,000 km","Rs 800,000"
Toyota platz 05/09,"2005 model, 2009 registered, non accident, white color, smoth drive, 1000 CC, minor touching, lahore registered, complete file and book, original documents.",11-06-20 23:57,https://apollo-singapore.akamaized.net:443/v1/files/3gft1w5hzxir1-PK/image;s=1080x510,"Lahore,Punjab,Pakistan","2005 - 138,000 km","Rs 1,050,000"
Honda civic (UG) prosmetic oriel 1.8 2014 model,"Car is in accumulate condition.(UG) Used as second car. From home to office used. Brand new continental cc5 tyres and dry Battery installed recently, Equipped with company fitted 3 cameras with infotainment android system. Heavy sound system installed. Company fitted full leather upholstery and sunroof. Floor matting installed,, Seeing is believing, never been into accident Alhumdulillah, Buy and drive car.",11-06-20 23:49,https://apollo-singapore.akamaized.net:443/v1/files/3d946b8en78i1-PK/image;s=1080x810,"Rawalpindi,Punjab,Pakistan","2014 - 79,000 km","Rs 2,500,000"
Toyota platz life time tokan new tire,Very good platz japani new tier full auto,11-06-20 23:56,https://apollo-singapore.akamaized.net:443/v1/files/drwexemo1t8c2-PK/image;s=1080x1440,"Jamrud,Khyber Pakhtunkhwa,Pakistan","2004 - 135,000 km","Rs 900,000"
HONDA CITY IVTEC 2017,Honda City i-vtec 2017 (Manuel transmission)White colorFull bumper to bumper genuine49000 km mileageNew android screen installedSports allorim rimsExpensive modulo kit installedLeather seat coversThroughout petrolMaintained throughout by honda All documents clear Demand: 1960000,11-06-20 23:56,https://apollo-singapore.akamaized.net:443/v1/files/r5eop3hpiyhd1-PK/image;s=1080x2400,"Hyderabad,Sindh,Pakistan","2017 - 49,000 km","Rs 1,960,000"
Only contact on call,Gari mechenicali axhi condition ma ha sirf serious buyers hi contact karain,11-06-20 23:55,https://apollo-singapore.akamaized.net:443/v1/files/x4075qujki4n-PK/image;s=1080x1440,"Rawalpindi,Punjab,Pakistan",2005 - 1 km,"Rs 650,000"
Corolla Gli Auto.. Model 2018 Dec. & Reg. 2019.. Bumper to Bumper,Gli Auto Super White Colour.. Model 2018 Dec. & Registered 2019.. Year of manufacture on invoice is 31 Dec. 2018.. Bumper to Bumper original.. Brand new condition.. First owner.. Low mileage.. Altis Alloy rims installed.. Spare unused.. Leather seats.. Mat flooring.. New mats.. Dvd n USB player.. Extra key available.. All documents upto date.. For further details call on number..,11-06-20 23:55,https://apollo-singapore.akamaized.net:443/v1/files/tk2yfr3iw8n12-PK/image;s=1080x988,"Karachi,Sindh,Pakistan","2018 - 17,500 km","Rs 2,775,000"
